name,total_enrollment,state,women_proportion,AIAN_proportion,Asian_proportion,Black_proportion,Hispanic_proportion,NHPI_proportion,White_proportion,MultiRace_proportion,Foreign_proportion,early_career_pay,stem_percent,net_cost,type,degree_length,in_state_total,out_of_state_total
George Mason University,33729,Virginia,0.5373121053099706,0.0021346615671973,0.1482700346882504,0.0934803877968513,0.1013964244418749,0.0036170654333066,0.4853686738415014,0.0358445254825224,0.0633282931601885,58900,23,12120.0,Public,4 Year,23922,47382
Georgia Southern University,20517,Georgia,0.522298581663986,0.0043378661597699,0.0136472193790515,0.255836623288005,0.0601939854754593,0.0010722815226397,0.6100307062436029,0.018667446507774,0.0174002047082906,49000,17,13791.0,Public,4 Year,17492,30974
Georgia State University,32556,Georgia,0.5899987713478314,0.0019044108612851,0.1040054060695417,0.3647561125445386,0.0814289224720481,0.0008293402137854,0.3313674898636196,0.0410062661260597,0.046258754146701,50600,18,12475.0,Public,4 Year,22236,40810
Gettysburg College,2447,Pennsylvania,0.5247241520228851,0.0004086636697997,0.0183898651409889,0.0355537392725786,0.0461789946873722,0.0,0.8005721291377197,0.0286064568859828,0.0375970576215774,58400,24,10802.0,Private,4 Year,67490,67490
Goldey-Beacom College,2012,Delaware,0.4319085487077534,0.0019880715705765,0.0273359840954274,0.106858846918489,0.0139165009940357,0.0,0.1963220675944334,0.0129224652087475,0.635685884691849,49800,25,19726.0,Private,4 Year,30700,30700
Gonzaga University,7352,Washington,0.5644722524483133,0.007752992383025,0.0393090315560391,0.0161860718171926,0.0763057671381936,0.0036724700761697,0.6979053318824809,0.0417573449401523,0.0599836779107725,57800,19,17726.0,Private,4 Year,55154,55154
Goucher College,2120,Maryland,0.7084905660377359,0.0023584905660377,0.025943396226415,0.1028301886792452,0.0646226415094339,0.0004716981132075,0.5754716981132075,0.0292452830188679,0.0117924528301886,49400,11,18014.0,Private,4 Year,58806,58806
Grambling State University,4504,Louisiana,0.622113676731794,0.002886323268206,0.0022202486678507,0.9076376554174068,0.0091030195381882,0.0004440497335701,0.0222024866785079,0.0124333925399644,0.0359680284191829,43100,10,12672.0,Public,4 Year,14627,23650
Gustavus Adolphus College,2457,Minnesota,0.5421245421245421,0.0008140008140008,0.0394790394790394,0.0187220187220187,0.0329670329670329,0.0004070004070004,0.8441188441188441,0.035002035002035,0.0264550264550264,51200,22,13822.0,Private,4 Year,55310,55310
Hamline University,4469,Minnesota,0.619825464309689,0.005594092638174,0.0402774669948534,0.042515104050123,0.0402774669948534,0.0011188185276348,0.5045871559633027,0.0293130454240322,0.0176773327366301,48100,5,15936.0,Private,4 Year,51656,51656
Hampton University,4393,Virginia,0.6505804689278397,0.0013658092419758,0.0161620760300478,0.8925563396312315,0.0113817436831322,0.0,0.0644206692465285,0.0002276348736626,0.0138857272934213,52700,12,20397.0,Private,4 Year,38480,38480
Harding University,6059,Arkansas,0.5730318534411619,0.007592011883149,0.0141937613467568,0.0500082521868295,0.026076910381251,0.0001650437365901,0.8271992077900644,0.014358805083347,0.0557847829674863,49200,10,11525.0,Private,4 Year,27179,27179
Hawaii Pacific University,5827,Hawaii,0.5666723871632058,0.0041187575081517,0.1580573193753217,0.0592071391796808,0.1311137806761627,0.0219667067101424,0.2905440192208683,0.1693839025227389,0.1419255191350609,52200,15,22711.0,Private,4 Year,40780,40780
Henderson State University,3627,Arkansas,0.5679625034463744,0.0019299696719051,0.006341328921974,0.2332506203473945,0.0405293631100082,0.0,0.6647366969947615,0.0419079128756548,0.0104769782189137,42900,5,8277.0,Public,4 Year,15940,17590
High Point University,4399,North Carolina,0.6017276653784951,0.0047738122300522,0.0138667879063423,0.0559218004091839,0.0393271197999545,0.0,0.7990452375539896,0.037963173448511,0.0147760854739713,48600,8,24821.0,Private,4 Year,49248,49248
Hofstra University,10953,New York,0.5604857116771661,0.0028302748105541,0.081530174381448,0.0829909613804437,0.1144891810462886,0.007121336620104,0.5399433945037889,0.0180772391125718,0.0978727289327125,57300,7,26828.0,Private,4 Year,62708,62708
Hood College,2365,Maryland,0.6350951374207188,0.0004228329809725,0.0329809725158562,0.1078224101479915,0.0583509513742071,0.0,0.6634249471458774,0.0308668076109936,0.0655391120507399,47900,32,11807.0,Private,4 Year,52192,52192
Hope College,3455,Michigan,0.6034732272069464,0.0008683068017366,0.015629522431259,0.024602026049204,0.0746743849493487,0.0,0.8280752532561505,0.0193921852387843,0.024602026049204,49200,18,14262.0,Private,4 Year,44320,44320
Husson University,3415,Maine,0.5546120058565154,0.0046852122986822,0.0213762811127379,0.0430453879941434,0.0134699853587115,0.0020497803806734,0.8775988286969253,0.011420204978038,0.0263543191800878,43300,1,15129.0,Private,4 Year,28010,28010
Idaho State University,13429,Idaho,0.5185791942810336,0.0104996649043115,0.0133293618288778,0.0116166505324298,0.0835505249832452,0.002085039839154,0.7178494303373296,0.0231588353563184,0.1011244321989723,50800,12,12829.0,Public,4 Year,14627,30147
Illinois Institute of Technology,7898,Illinois,0.3556596606735882,0.0015193719929095,0.0629273233730058,0.0369713851608002,0.0759685996454798,0.001645986325652,0.2525955938212205,0.0091162319574575,0.4832869080779944,64600,64,10434.0,Private,4 Year,60058,60058
Illinois State University,20615,Illinois,0.5602231384913897,0.0011642008246422,0.0210526315789473,0.070531166626243,0.0829978171234537,0.0008731506184816,0.7745816153286442,0.0231869997574581,0.0206160562697065,51200,10,10897.0,Public,4 Year,24366,35890
Indiana State University,13183,Indiana,0.5507092467571872,0.0027307896533414,0.0135780929985587,0.166805734658272,0.0299628309186072,0.0006068421451869,0.6632026094212243,0.0283698702874914,0.0757035576120761,47900,8,7640.0,Public,4 Year,19680,30426
Iowa State University,34435,Iowa,0.4398141425874837,0.0023232176564541,0.0272978074633367,0.0258748366487585,0.0421373602439378,0.0009002468418759,0.7214462029911427,0.0195150283142151,0.1155800784085959,56100,31,8559.0,Public,4 Year,17708,32112
Jackson State University,9508,Mississippi,0.6462978544383677,0.0041018090029448,0.0045225073622212,0.8930374421539756,0.0039966344131257,0.000105174589819,0.0551114850652082,0.0100967606226335,0.0290281867900715,41700,16,12616.0,Public,4 Year,17778,29006
Jacksonville State University,8659,Alabama,0.5748931747314933,0.0070446933826076,0.005774338838203,0.2344381568310428,0.0127035454440466,0.0008084074373484,0.6852985333179351,0.0,0.0243677098972167,43800,7,13592.0,Public,4 Year,18525,28245
Jacksonville University,4085,Florida,0.6643818849449205,0.0034271725826193,0.0171358629130966,0.1485924112607099,0.0678090575275397,0.0019583843329253,0.5035495716034272,0.0276621787025703,0.032313341493268,50100,5,24277.0,Private,4 Year,50750,50750
James Madison University,20855,Virginia,0.5959242387916567,0.0014864540877487,0.0426276672260848,0.0413809637976504,0.0500119875329657,0.0018700551426516,0.7724766243107168,0.0339966434907696,0.023735315272117,57400,12,9727.0,Public,4 Year,22108,38508
John Brown University,2850,Arkansas,0.5803508771929825,0.0178947368421052,0.0119298245614035,0.0378947368421052,0.0533333333333333,0.0010526315789473,0.7652631578947369,0.0361403508771929,0.0378947368421052,47000,9,11807.0,Private,4 Year,36152,36152
John Carroll University,3688,Ohio,0.5070498915401301,0.0005422993492407,0.0168112798264642,0.0504338394793926,0.0298264642082429,0.0,0.8381236442516269,0.02087852494577,0.0233188720173535,51600,16,15284.0,Private,4 Year,53214,53214
Johns Hopkins University,21372,Maryland,0.5197922515440764,0.0016376567471457,0.1365805727119595,0.0663952835485682,0.0700917087778401,0.001263335204941,0.4761370016844469,0.03228523301516,0.1763990267639902,67200,31,12168.0,Private,4 Year,70076,70076
Kansas State University,24766,Kansas,0.4932568844383428,0.0037955261245255,0.015383994185577,0.0385205523701849,0.0572962933053379,0.0014536057498182,0.7489703625938787,0.0280626665589921,0.0907292255511588,52500,18,12087.0,Public,4 Year,19943,35447
Kean University,14359,New Jersey,0.6291524479420573,0.0013232119228358,0.0558534716902291,0.1951389372518977,0.2397799289644125,0.00334285117348,0.4055296329827982,0.0169928267985235,0.0135803328922626,48200,10,15740.0,Public,4 Year,26818,33853
Keene State College,4957,New Hampshire,0.571111559410934,0.0028242888844058,0.0112971555376235,0.0096832761751059,0.0314706475690942,0.0004034698406294,0.8376033891466613,0.0195682872705265,0.0004034698406294,48900,8,13364.0,Public,4 Year,25238,34202
Kennesaw State University,25714,Georgia,0.5807342303803376,0.0023333592595473,0.0334837053745041,0.1884187602084467,0.072411915687952,0.0015166835187057,0.6108734541494906,0.0395893287703196,0.0213113479038656,52500,22,14750.0,Public,4 Year,18899,32625
Kettering University,2079,Michigan,0.18999518999519,0.0019240019240019,0.0293410293410293,0.0437710437710437,0.0341510341510341,0.0009620009620009,0.7176527176527177,0.023088023088023,0.0649350649350649,69900,74,24013.0,Private,4 Year,51730,51730
La Salle University,6242,Pennsylvania,0.6598846523550144,0.0025632809996795,0.0458186478692726,0.1727010573534123,0.0740147388657481,0.0011214354373598,0.5639218199295097,0.055911566805511,0.0273950656840756,55800,5,21591.0,Private,4 Year,45640,45640
Lafayette College,2503,Pennsylvania,0.4686376348381941,0.0011985617259288,0.0323611666000799,0.0471434278865361,0.0663204155013983,0.0003995205753096,0.6823811426288454,0.0211745904914103,0.0783060327606871,66500,47,13682.0,Private,4 Year,68520,68520
Lake Superior State University,2407,Michigan,0.5226422933111757,0.0864146240132945,0.0054009140008309,0.0332363938512671,0.0240963855421686,0.0,0.7702534275031159,0.0,0.0660573327793934,45900,14,6889.0,Public,4 Year,21972,21972
Lamar University,14895,Texas,0.606310842564619,0.0036925142665323,0.0320913058073178,0.2371265525344075,0.1389728096676737,0.0006713662302786,0.4831151393084927,0.0173212487411883,0.0705605908022826,53300,16,15553.0,Public,4 Year,19112,31562
Lander University,2787,South Carolina,0.6889128094725512,0.0014352350197344,0.015069967707212,0.3078579117330463,0.0129171151776103,0.0007176175098672,0.5834230355220668,0.0197344815213491,0.0129171151776103,42600,9,13504.0,Public,4 Year,20800,30400
Langston University,2482,Oklahoma,0.6317485898468976,0.0149073327961321,0.0,0.7933118452860596,0.0124899274778404,0.0,0.136583400483481,0.0,0.0020145044319097,46500,8,9017.0,Public,4 Year,15426,22776
Lawrence Technological University,4015,Michigan,0.2545454545454545,0.0032378580323785,0.2303860523038605,0.0582814445828144,0.024906600249066,0.0002490660024906,0.4660024906600249,0.0,0.0580323785803237,57900,60,23182.0,Private,4 Year,43520,43520
LeTourneau University,2667,Texas,0.5148106486689163,0.0037495313085864,0.0104986876640419,0.1042369703787026,0.0851143607049118,0.0007499062617172,0.5826771653543307,0.0371203599550056,0.0434945631796025,56600,21,16175.0,Private,4 Year,40180,40180
Lehigh University,7119,Pennsylvania,0.446551481949712,0.0009832841691248,0.0672847310015451,0.0335721309172636,0.0667228543334738,0.0001404691670178,0.6052816406798708,0.0195252142154797,0.1554993678887484,69500,52,15400.0,Private,4 Year,66530,66530
Lenoir-Rhyne University,2050,North Carolina,0.6248780487804878,0.0058536585365853,0.0146341463414634,0.1297560975609756,0.0292682926829268,0.0004878048780487,0.7380487804878049,0.0253658536585365,0.0180487804878048,46400,7,16225.0,Private,4 Year,48910,48910
Lewis & Clark College,3504,Oregon,0.6004566210045662,0.0156963470319634,0.0644977168949771,0.0211187214611872,0.0819063926940639,0.0028538812785388,0.658675799086758,0.0079908675799086,0.0676369863013698,50000,12,15761.0,Private,4 Year,63424,63424
Lewis University,6689,Illinois,0.5993422036178802,0.0011959934220361,0.0304978322619225,0.0911944984302586,0.1559276423979668,0.0020929884885633,0.6429959635222007,0.0222753774854238,0.0139034235311705,49700,14,13154.0,Private,4 Year,43028,43028
Lewis-Clark State College,4304,Idaho,0.6064126394052045,0.0230018587360594,0.0090613382899628,0.0076672862453531,0.049953531598513,0.0030204460966542,0.8308550185873605,0.0236988847583643,0.0260223048327137,44900,5,11503.0,Public,4 Year,14198,26816
Limestone College,3214,South Carolina,0.560360920970753,0.0028002489110143,0.0034225264467952,0.4732420659614187,0.028624766645924,0.0003111387678904,0.4368388301182327,0.0040448039825762,0.0339141257000622,42100,10,22523.0,Private,4 Year,35765,35765
Lindenwood University,12151,Missouri,0.5868652785778948,0.0037856966504814,0.0047732696897374,0.1661591638548267,0.0307793597234795,0.001728252818698,0.5620936548432228,0.0252654102543,0.0980166241461608,45100,9,20220.0,Private,4 Year,26600,26600
Lindsey Wilson College,2641,Kentucky,0.6134040136312003,0.0045437334343051,0.006436955698599,0.0957970465732677,0.0098447557743279,0.0003786444528587,0.6679288148428626,0.0124952669443392,0.001514577811435,35300,2,14397.0,Private,4 Year,34235,34235
Lipscomb University,4489,Tennessee,0.6219648028514145,0.0008910670527957,0.0265092448206727,0.0826464691468032,0.0501225217197594,0.0008910670527957,0.742927155268434,0.0147026063711294,0.016039206950323,49000,12,17144.0,Private,4 Year,44796,44796
Longwood University,5096,Virginia,0.6815149136577708,0.0029434850863422,0.0143249607535321,0.081436420722135,0.0449372056514913,0.0011773940345368,0.7792386185243328,0.032182103610675,0.0086342229199372,47300,9,12984.0,Public,4 Year,25086,41046
Louisiana Tech University,11225,Louisiana,0.4882850779510022,0.0038307349665924,0.0116703786191536,0.1283741648106904,0.0109576837416481,0.0014253897550111,0.6920267260579065,0.0169265033407572,0.0510467706013363,53100,24,5751.0,Public,4 Year,16140,25053
Loyola Marymount University,9515,California,0.5841303205465055,0.0018917498686284,0.1107724645296899,0.0614818707304256,0.2301629006831319,0.0008407777193904,0.4465580662112454,0.0647398843930635,0.0711508145034156,58500,9,27017.0,Private,4 Year,63012,63012
Loyola University Chicago,15902,Illinois,0.6423720286756383,0.0009432775751477,0.0911206137592755,0.0578543579423971,0.112753112815998,0.0020752106653251,0.6103634762922903,0.0453402087787699,0.0519431518048044,53400,15,22969.0,Private,4 Year,58528,58528
Loyola University Maryland,5967,Maryland,0.6143790849673203,0.0020110608345902,0.0318417965476789,0.077928607340372,0.0787665493547846,0.0008379420144126,0.7668845315904139,0.0226244343891402,0.008714596949891,59900,8,20672.0,Private,4 Year,63515,63515
Loyola University New Orleans,4330,Louisiana,0.6224018475750578,0.0073903002309468,0.0330254041570438,0.151270207852194,0.1249422632794457,0.0006928406466512,0.5482678983833719,0.0307159353348729,0.0321016166281755,47900,4,19988.0,Private,4 Year,53072,53072
Luther College,2385,Iowa,0.5618448637316562,0.0033542976939203,0.0163522012578616,0.0142557651991614,0.0335429769392033,0.0,0.8444444444444444,0.020545073375262,0.0612159329140461,48200,21,17248.0,Private,4 Year,51750,51750
MCPHS University,6935,Massachusetts,0.6713770728190339,0.0010093727469358,0.2118240807498197,0.0475847152126892,0.0265320836337418,0.0011535688536409,0.3596250901225667,0.0034607065609228,0.1182408074981975,65900,2,27364.0,Private,4 Year,49105,49105
Macalester College,2073,Minnesota,0.6054027978774723,0.0004823926676314,0.0704293294741919,0.0236372407139411,0.0593342981186685,0.0004823926676314,0.6565364206464062,0.0535455861070911,0.135552339604438,53600,31,11062.0,Private,4 Year,66500,66500
Manhattan College,3970,New York,0.4511335012594458,0.0017632241813602,0.0380352644836272,0.0347607052896725,0.1765743073047859,0.0,0.5342569269521411,0.0181360201511335,0.0340050377833753,64000,40,17219.0,Private,4 Year,59680,59680
Marquette University,11745,Wisconsin,0.5250744997871435,0.0024691358024691,0.0448701575138356,0.0394210302256279,0.0808854831843337,0.0009365687526607,0.7113665389527458,0.0280119199659429,0.0514261387824606,57800,25,19219.0,Private,4 Year,54590,54590
Marshall University,13381,West Virginia,0.5853822584261266,0.003512443016217,0.0117330543307675,0.0551528286376205,0.017263283760556,0.0007473283013227,0.8181750242881698,0.0200283984754502,0.0317614528062177,45000,12,6064.0,Public,4 Year,18578,29064
Maryland Institute College of Art,2262,Maryland,0.717948717948718,0.0013262599469496,0.1145004420866489,0.0605658709106985,0.0618921308576481,0.0013262599469496,0.5159151193633952,0.0512820512820512,0.1330680813439434,49000,0,28566.0,Private,4 Year,61910,61910
Marymount University,3441,Virginia,0.6832316187154897,0.004940424295263,0.079628015111886,0.1453065969195001,0.1310665504213891,0.004940424295263,0.4713746004068584,0.031676838128451,0.091833769253124,52300,15,18781.0,Private,4 Year,44656,44656
Maryville University of Saint Louis,5931,Missouri,0.7904232001348845,0.0065756196256954,0.0276513235542067,0.0972854493340077,0.0369246332827516,0.0021918732085651,0.7452368909121565,0.0239419996627887,0.0187152250885179,46800,2,19767.0,Private,4 Year,38558,38558
Massachusetts Institute of Technology,11319,Massachusetts,0.3733545366198427,0.0015902464882056,0.1618517536884884,0.0303913773301528,0.096033218482198,8.834702712253733e-05,0.3311246576552699,0.0366640162558529,0.2917218835586183,86300,69,4995.0,Private,4 Year,67342,67342
McDaniel College,3206,Maryland,0.6375545851528385,0.0046787273861509,0.027760449157829,0.1048034934497816,0.0414847161572052,0.0009357454772301,0.7579538365564567,0.0,0.0106051154086088,51100,6,11215.0,Private,4 Year,54690,54690
McNeese State University,8237,Louisiana,0.6215855287119096,0.0064343814495568,0.0146898142527619,0.1725142649022702,0.0256161223746509,0.0007284205414592,0.7145805511715431,0.0208813888551657,0.0438266359111326,50200,13,5812.0,Public,4 Year,16563,27638
Mercer University,8552,Georgia,0.6199719363891487,0.0052619270346117,0.0661833489242282,0.2981758652946679,0.0385874649204864,0.0014031805425631,0.4817586529466791,0.0168381665107577,0.0398737137511693,48500,14,15550.0,Private,4 Year,48510,48510
Merrimack College,3337,Massachusetts,0.522625112376386,0.0008990110878034,0.0134851663170512,0.0296673658975127,0.0530416541804015,0.0,0.6403955648786335,0.0140845070422535,0.0578363799820197,56000,13,20296.0,Private,4 Year,57605,57605
Methodist University,2461,North Carolina,0.4628199918732222,0.008126777732629,0.0150345388053636,0.1844778545306785,0.0755790329134498,0.0020316944331572,0.5046728971962616,0.0337261275904104,0.0625761885412434,45800,9,26798.0,Private,4 Year,46736,46736
Michigan State University,50081,Michigan,0.5145064994708572,0.0025358918551945,0.0442083824204788,0.0638166170803298,0.0374992512130348,0.0009185120105429,0.6612288093288872,0.0243006329745811,0.1525927996645434,55300,20,6394.0,Public,4 Year,24782,50087
Michigan Technological University,7099,Michigan,0.2629947879983096,0.0046485420481758,0.0115509226651641,0.0133821665023242,0.0164811945344414,0.0011269192844062,0.7467248908296943,0.0219749260459219,0.1539653472320045,65000,81,9821.0,Public,4 Year,26402,44482
Mid-America Christian University,2688,Oklahoma,0.6447172619047619,0.0390625,0.0052083333333333,0.2764136904761904,0.0669642857142857,0.003720238095238,0.5323660714285714,0.0372023809523809,0.0044642857142857,40700,0,19691.0,Private,4 Year,26370,26370
Middle Tennessee State University,22729,Tennessee,0.542346781644595,0.0031237625940428,0.0259140305336794,0.1938932641119275,0.0403449337850323,0.0009679264375907,0.658761934093009,0.0284658365964186,0.0408288970038277,46500,9,5752.0,Public,4 Year,18642,37800
Middlebury College,2533,Vermont,0.5175681010659298,0.0027635215159889,0.0671140939597315,0.0288195815238847,0.0868535333596525,0.0,0.6450848795894196,0.0465850769838136,0.1073825503355704,60400,19,8846.0,Private,4 Year,69980,69980
Milwaukee School of Engineering,2810,Wisconsin,0.2405693950177936,0.0021352313167259,0.0306049822064056,0.0256227758007117,0.0444839857651245,0.0046263345195729,0.6850533807829181,0.0145907473309608,0.1217081850533807,65700,69,19034.0,Private,4 Year,51138,51138
Minot State University,3410,North Dakota,0.6064516129032258,0.01524926686217,0.0134897360703812,0.0489736070381231,0.0489736070381231,0.0038123167155425,0.6920821114369502,0.0293255131964809,0.1205278592375366,44500,7,9457.0,Public,4 Year,13674,13674
Mississippi College,4984,Mississippi,0.5941011235955056,0.0052166934189406,0.0236757624398073,0.2335473515248796,0.0248796147672552,0.0010032102728731,0.5702247191011236,0.0104333868378812,0.0782504012841091,45200,20,10940.0,Private,4 Year,28326,28326
Mississippi State University,20138,Mississippi,0.4859469659350481,0.0051643658754593,0.0130598867812096,0.1922236567682987,0.0226934154335087,0.0008441751911808,0.705581487734631,0.0135564604230807,0.0387327440659449,51100,27,13182.0,Public,4 Year,18850,33450
Mississippi University for Women,2696,Mississippi,0.8130563798219584,0.0022255192878338,0.0152077151335311,0.3660979228486647,0.0074183976261127,0.0007418397626112,0.5834569732937686,0.0044510385756676,0.02040059347181,39500,2,8761.0,Public,4 Year,14464,14464
Mississippi Valley State University,2222,Mississippi,0.5918091809180918,0.0004500450045004,0.0058505850585058,0.914941494149415,0.0112511251125112,0.0,0.0315031503150315,0.0,0.0,32500,11,10507.0,Public,4 Year,14613,14613
Missouri University of Science and Technology,8640,Missouri,0.2261574074074074,0.0034722222222222,0.0261574074074074,0.0335648148148148,0.0296296296296296,0.0016203703703703,0.675,0.0193287037037037,0.1754629629629629,67300,80,11853.0,Public,4 Year,20443,38773
Monmouth University,6395,New Jersey,0.636903831118061,0.0012509773260359,0.0336200156372165,0.0548866301798279,0.0914777169663799,0.0010946051602814,0.7354182955433933,0.0198592650508209,0.0207974980453479,52200,13,15060.0,Private,4 Year,52119,52119
Montana Tech of the University of Montana,2085,Montana,0.3247002398081535,0.0167865707434052,0.0095923261390887,0.011031175059952,0.0163069544364508,0.0,0.7755395683453238,0.0004796163069544,0.1064748201438848,61200,61,10827.0,Public,4 Year,17067,32230
Montclair State University,20022,New Jersey,0.6320047947258016,0.0006492857856358,0.0506942363400259,0.097193087603636,0.2221056837478773,0.0018979122964738,0.4810708220956947,0.0318150034961542,0.0275696733593047,50800,9,16097.0,Public,4 Year,28354,36142
Morehead State University,11052,Kentucky,0.6056822294607311,0.0018096272167933,0.0037097357944263,0.0370068765834238,0.014657980456026,0.001085776330076,0.9020991675714802,0.0128483532392327,0.012757871878393,41300,9,8078.0,Public,4 Year,19130,23606
Morehouse College,2109,Georgia,0.0004741583688952,0.0004741583688952,0.0004741583688952,0.9426268373636796,0.0061640587956377,0.0,0.0004741583688952,0.0018966334755808,0.0312944523470839,55700,26,24187.0,Private,4 Year,41012,41012
Morningside College,2823,Iowa,0.6840240878498052,0.0035423308537017,0.0049592631951824,0.010272759475735,0.0308182784272051,0.0017711654268508,0.8221749911441729,0.010272759475735,0.0162947219270279,44900,6,15826.0,Private,4 Year,41140,41140
Muhlenberg College,2440,Pennsylvania,0.5971311475409836,0.001639344262295,0.0262295081967213,0.030327868852459,0.0635245901639344,0.0,0.7536885245901639,0.0147540983606557,0.0114754098360655,53400,20,15106.0,Private,4 Year,64360,64360
Murray State University,11207,Kentucky,0.5863299723387169,0.0019630588025341,0.0088337646114035,0.0692424377621129,0.0174890693316677,0.0005353796734183,0.7974480235567056,0.0152583206924243,0.0736147050950298,44800,9,7565.0,Public,4 Year,18274,33730
Nebraska Wesleyan University,2083,Nebraska,0.6380220835333653,0.0028804608737397,0.0182429188670187,0.0288046087373979,0.0441670667306769,0.0009601536245799,0.8170907345175228,0.0144023043686989,0.0206433029284685,45700,8,18972.0,Private,4 Year,43824,43824
New England College,2399,New Hampshire,0.5927469779074614,0.0045852438516048,0.0200083368070029,0.1713213839099625,0.0616923718215923,0.0,0.6323468111713214,0.0083368070029178,0.0358482701125469,45700,24,22943.0,Private,4 Year,52136,52136
New England Institute of Technology,2922,Rhode Island,0.3220396988364134,0.0065023956194387,0.0174537987679671,0.0455167693360711,0.096851471594798,0.000684462696783,0.6772758384668036,0.0099247091033538,0.0366187542778918,51700,14,28855.0,Private,4 Year,43005,43005
New Jersey City University,8136,New Jersey,0.6339724680432645,0.0023352999016715,0.0811209439528023,0.19960668633235,0.3223942969518191,0.0,0.2849065880039331,0.0120452310717797,0.0175762045231071,48700,9,8164.0,Public,4 Year,24789,34311
New Jersey Institute of Technology,10646,New Jersey,0.2503287619763291,0.0005635919594213,0.1785647191433402,0.0844448619199699,0.1642870561713319,0.0002817959797106,0.2755964681570543,0.0250798421942513,0.1693593838061243,64600,75,11452.0,Public,4 Year,30938,46350
New Mexico Highlands University,3546,New Mexico,0.6395939086294417,0.0657078398195149,0.0081782289904117,0.0459672870840383,0.5332769317540891,0.0050761421319796,0.2377326565143824,0.012126339537507,0.0561195713479977,40400,4,9060.0,Public,4 Year,14022,18174
New Mexico Institute of Mining and Technology,2127,New Mexico,0.3215796897038082,0.0253878702397743,0.0314997649271274,0.0216267042783262,0.2454160789844852,0.000940291490362,0.5599435825105783,0.0333803479078514,0.0709920075223319,64700,91,6355.0,Public,4 Year,16280,30778
New York University,49274,New York,0.5510614116978528,0.0019076998011121,0.1484352802695133,0.0481795673174493,0.0865973941632504,0.0009132605430856,0.3516256037666924,0.025327759061574,0.2332873320615334,63100,18,27274.0,Private,4 Year,69984,69984
Newman University,3687,Kansas,0.6525630593978845,0.0122050447518307,0.048820179007323,0.037971250339029,0.0981828044480607,0.0018985625169514,0.7428803905614321,0.0252237591537835,0.0227827502034174,48000,11,17290.0,Private,4 Year,39050,39050
Nicholls State University,6292,Louisiana,0.6311188811188811,0.018595041322314,0.0111252383979656,0.1973935155753337,0.0313095994914176,0.0006357279084551,0.6710108073744437,0.0279720279720279,0.0228862047043865,44500,5,6256.0,Public,4 Year,17920,19013
North Central College,3043,Illinois,0.5507722642129478,0.0009858692080184,0.0216891225764048,0.0387775221820571,0.090699967137693,0.0006572461386789,0.7315149523496549,0.0259612224778179,0.0184028918830101,50400,9,15003.0,Private,4 Year,49899,49899
Northeastern State University,8310,Oklahoma,0.622864019253911,0.2110709987966305,0.0200962695547533,0.0433212996389891,0.0406738868832731,0.0010830324909747,0.5096269554753309,0.1369434416365824,0.0146811070998796,44500,7,5692.0,Public,4 Year,14288,22358
Northeastern University,19798,Massachusetts,0.4931811294070108,0.0005051015254066,0.0885442974037781,0.0315183351853722,0.0557126982523487,0.0003535710677846,0.4459036266289524,0.0301545610667744,0.2759369633296292,62500,40,18542.0,Private,4 Year,68267,68267
Northern Arizona University,27705,Arizona,0.5889189676953619,0.0302472477892077,0.0168922577152138,0.0320519761775852,0.1937556397762136,0.0022378632015881,0.623714131023281,0.0482584371052156,0.0449738314383685,49600,12,11442.0,Public,4 Year,21846,36110
Northern Illinois University,20611,Illinois,0.5066226772111979,0.0014555334530105,0.0477414972587453,0.1370627334918247,0.1227985056523215,0.0010673911988743,0.597642035806123,0.027606617825433,0.0528843821260492,53000,20,15775.0,Public,4 Year,23142,23142
Northern Kentucky University,15090,Kentucky,0.5601060304837641,0.0036447978793903,0.0110006626905235,0.0660039761431411,0.0251159708416169,0.0011265738899933,0.8317428760768721,0.0166998011928429,0.0310801855533465,49000,12,4640.0,Public,4 Year,20054,29702
Northern State University,3531,South Dakota,0.6080430472953837,0.0155763239875389,0.0087793826111583,0.0138770886434437,0.0223732653639195,0.0016992353440951,0.858397054658737,0.0147267063154913,0.0515434721042197,42300,7,10728.0,Public,4 Year,16527,19500
Northwest Missouri State University,6720,Missouri,0.5349702380952381,0.0029761904761904,0.0058035714285714,0.0556547619047619,0.0270833333333333,0.0011904761904761,0.7412202380952381,0.0248511904761904,0.1053571428571428,46900,26,7372.0,Public,4 Year,19821,26473
Northwest Nazarene University,2249,Idaho,0.5838150289017341,0.0062249888839484,0.0120053357047576,0.0164517563361494,0.0778123610493552,0.0040017785682525,0.7799021787461093,0.0195642507781236,0.0235660293463761,46200,7,15998.0,Private,4 Year,36700,36700
Northwestern Oklahoma State University,2166,Oklahoma,0.5844875346260388,0.0632502308402585,0.0069252077562326,0.0627885503231763,0.0692520775623268,0.0046168051708217,0.6500461680517082,0.0050784856879039,0.0609418282548476,42200,11,5113.0,Public,4 Year,11816,18933
Northwestern University,21554,Illinois,0.4690080727475179,0.0010206922149021,0.1329219634406606,0.0490860165166558,0.0771086573257864,0.0005567412081284,0.4822306764405679,0.0325693606755126,0.1548204509603785,63400,20,15633.0,Private,4 Year,71193,71193
Norwich University,3672,Vermont,0.2028867102396514,0.0038126361655773,0.0231481481481481,0.0544662309368191,0.0678104575163398,0.0032679738562091,0.758442265795207,0.0392156862745098,0.0111655773420479,57000,20,20150.0,Private,4 Year,53856,53856
