name,total_enrollment,state,women_proportion,AIAN_proportion,Asian_proportion,Black_proportion,Hispanic_proportion,NHPI_proportion,White_proportion,MultiRace_proportion,Foreign_proportion
Des Moines Area Community College,23526,Iowa,0.5297543143755845,0.0037405423786449035,0.035917708067669814,0.061208875286916604,0.06414180056108136,0.0005950862875116892,0.7591175720479469,0.024398537787979256,0.007863640227833035
Diablo Valley College,20089,California,0.5119717258201005,0.0018915824580616257,0.15466175518940714,0.05610035342724874,0.2302752750261337,0.004480063716461745,0.3845885808153716,0.0762606401513266,0.07865000746677286
Dickinson College,2364,Pennsylvania,0.5807952622673435,0.00042301184433164127,0.023265651438240272,0.04103214890016921,0.06006768189509306,0.00042301184433164127,0.7356175972927242,0.0338409475465313,0.08587140439932318
Dixie State College of University ah,8570,Utah,0.5296382730455076,0.013302217036172695,0.009218203033838973,0.0220536756126021,0.09311551925320886,0.013185530921820303,0.7793465577596266,0.026837806301050177,0.027887981330221703
Dominican University,3498,Illinois,0.6978273299028016,0.0008576329331046312,0.03630646083476272,0.09005145797598628,0.3244711263579188,0.002001143510577473,0.46340766152086904,0.00714694110920526,0.025443110348770726
Dominican University of California,2001,California,0.7456271864067966,0.004497751124437781,0.16741629185407297,0.037481259370314844,0.17791104447776113,0.009495252373813094,0.391304347826087,0.038980509745127435,0.01999000499750125
Dowling College,2453,New York,0.5491235222176927,0.0020383204239706482,0.016714227476559314,0.08153281695882593,0.08153281695882593,0.0077456176110884635,0.4606604158173665,0.0,0.033020790868324504
Drake University,5062,Iowa,0.5875148162781509,0.0019755037534571317,0.039510075069142635,0.03160806005531411,0.032200711181351246,0.00019755037534571315,0.811932042670881,0.01560647965231134,0.0555116554721454
Drew University,2113,New Jersey,0.5901561760530052,0.001893043066729768,0.04969238050165641,0.11784193090392807,0.09654519640321817,0.000946521533364884,0.4808329389493611,0.024609559867486985,0.08518693800283957
Drexel University,26359,Pennsylvania,0.5247922910580827,0.0015175082514511172,0.11696194848059487,0.07796198641830115,0.054023293751659776,0.004097272278918017,0.5523350658219204,0.02621495504381805,0.1251564930384309
Drury University,4215,Missouri,0.6045077105575326,0.009727164887307236,0.011387900355871887,0.03772241992882562,0.048873072360616845,0.00166073546856465,0.8241992882562278,0.0199288256227758,0.0465005931198102
Duke University,15856,North Carolina,0.4976664984863774,0.0041624621594349145,0.14303733602421795,0.07290615539858729,0.0502648839556004,0.0012613521695257316,0.4911074672048436,0.023271947527749748,0.1828329969727548
Duquesne University,9648,Pennsylvania,0.6063432835820896,0.00134742951907131,0.019485903814262025,0.04757462686567164,0.02601575456053068,0.0009328358208955224,0.8052446102819237,0.02093698175787728,0.05773217247097844
Durham Technical Community College,5035,North Carolina,0.6035749751737836,0.004568023833167826,0.044687189672293945,0.4472691161866931,0.10903674280039721,0.0017874875868917578,0.3265143992055611,0.017676266137040715,0.0025819265143992055
Dutchess Community College,9905,New York,0.5388187783947501,0.0020191822311963654,0.027965673902069662,0.11206461383139828,0.16537102473498233,0.0006057546693589097,0.6361433619384149,0.03402322059565876,0.010196870267541645
Dyersburg State Community College,2847,Tennessee,0.6529680365296804,0.003161222339304531,0.006322444678609062,0.1791359325605901,0.026694766420793818,0.0007024938531787847,0.7572883737267299,0.018616087109237796,0.001053740779768177
ECPI College of Technology,10932,Virginia,0.5784851811196488,0.006952067325283571,0.030918404683497987,0.4092572264910355,0.081869740212221,0.0021039151115989753,0.3935236004390779,0.02707647274057812,0.00036589828027808267
East Carolina University,27511,North Carolina,0.597978990222093,0.006579186507215296,0.028424993638908075,0.15844571262404128,0.05445094689396968,0.000945076514848606,0.6927410853840282,0.02864308821925775,0.009159972374686489
East Central College,3606,Missouri,0.6131447587354409,0.004714364947310039,0.005268996117581808,0.009983361064891847,0.012756516916250694,0.0008319467554076539,0.9492512479201332,0.00027731558513588466,0.0
East Central Community College,2544,Mississippi,0.5852987421383647,0.055031446540880505,0.0031446540880503146,0.3561320754716981,0.018081761006289308,0.0023584905660377358,0.5530660377358491,0.006289308176100629,0.0019654088050314465
East Central University (Okla.),4428,Oklahoma,0.6176603432700993,0.14385727190605238,0.004516711833785004,0.03839205058717254,0.04403794037940379,0.0015808491418247517,0.5973351400180669,0.09236675700090334,0.057813911472448055
East Georgia State College,2910,Georgia,0.574914089347079,0.002061855670103093,0.009965635738831614,0.4374570446735395,0.03814432989690722,0.0003436426116838488,0.4742268041237113,0.02577319587628866,0.0027491408934707906
East Los Angeles College,36012,California,0.4916694435188271,0.0018604909474619572,0.09610685327113185,0.040986337887370876,0.6729701210707542,0.001721648339442408,0.06442297012107076,0.003498833722092636,0.019798955903587694
East Mississippi Community College,4127,Mississippi,0.5793554640174461,0.002665374363944754,0.003392294645020596,0.4591713108795735,0.013811485340440998,0.000242306760358614,0.48340198691543496,0.02011146110976496,0.0
East Stroudsburg University of Pennsylvania,6819,Pennsylvania,0.5543334799824021,0.0016131397565625459,0.015984748496847046,0.10441413697023023,0.10265434814488927,0.0014664906877841326,0.6506819181698196,0.029036515618125824,0.014078310602727673
East Tennessee State University,14434,Tennessee,0.5798115560482194,0.0026326728557572398,0.0160731605930442,0.05958154357766385,0.02009145074130525,0.0006235277816267147,0.829084106969655,0.023624774837189968,0.033809061937092974
Eastern Arizona College,6379,Arizona,0.5372315409938861,0.07038720802633641,0.010032920520457752,0.034801693055337826,0.1961122432983226,0.004232638344568114,0.6358363379840101,0.008935569838532685,0.007524690390343314
Eastern Connecticut State University,5287,Connecticut,0.5292226215244941,0.0030262909022129754,0.028560620389634955,0.06544354076035559,0.09116701342916587,0.0011348590883298658,0.693398902969548,0.0259126158501986,0.010402874976357102
Eastern Gateway Community College,3182,Ohio,0.6373350094280327,0.005342551854179761,0.004714016341923318,0.2620993086109365,0.021370207416719043,0.0009428032683846638,0.6517913262099309,0.03048397234443746,0.0009428032683846638
Eastern Illinois University,8913,Illinois,0.6035005048805117,0.0023561090541905083,0.008975653539773365,0.1682935038707506,0.049814877145742176,0.0006731740154830024,0.6989790194098507,0.018961068102771234,0.030629417704476608
Eastern Iowa Community College District Central Office,8143,Iowa,0.5608498096524622,0.004543779933685374,0.018543534323959228,0.06422694338695813,0.08719145278153015,0.0019648778091612426,0.746162348028982,0.030824020631216996,0.005526218838265995
Eastern Kentucky University,16305,Kentucky,0.5748543391597669,0.003005213124808341,0.008708984973934375,0.05930696105489114,0.020423183072677095,0.0011652867218644588,0.8307267709291628,0.021895124195032197,0.018215271389144434
Eastern Maine Community College,2613,Maine,0.5036356678147723,0.016073478760045924,0.009950248756218905,0.015308075009567547,0.013777267508610792,0.0015308075009567547,0.8339073861461921,0.015690776884806735,0.006505931879066207
Eastern Michigan University,22401,Michigan,0.5964912280701754,0.0023213249408508547,0.02522208829962948,0.18119726797910807,0.037051917325119414,0.0006696129637069774,0.6633186018481317,0.031427168429980806,0.03370385250658453
Eastern New Mexico University,5879,New Mexico,0.5915972104099336,0.02653512502126212,0.01122639904745705,0.04354482054771219,0.329477802347338,0.00442252083687702,0.4647048817826161,0.02466405851335261,0.021432216363327098
Eastern New Mexico University at Roswell,3303,New Mexico,0.50650923402967,0.022403875264910687,0.004238570996064184,0.015137753557372086,0.3990311837723282,0.0,0.3366636391159552,0.006660611565243718,0.016651528913109295
Eastern Oregon University,3653,Oregon,0.6408431426225021,0.02272105119080208,0.02107856556255133,0.027101012866137423,0.06268820147823706,0.009854913769504517,0.7601970982753901,0.012866137421297564,0.01368738023542294
Eastern University,3762,Pennsylvania,0.6895268474215842,0.004518872939925572,0.019936204146730464,0.26900584795321636,0.11164274322169059,0.001063264221158958,0.4864433811802233,0.004518872939925572,0.03349282296650718
Eastern Washington University,13453,Washington,0.5561584776629748,0.0124135880472757,0.029361480710622168,0.03211179662528804,0.13171783245372778,0.002750315914665874,0.6442429197948413,0.04489704898535642,0.030030476473649
Eastfield College,15112,Texas,0.5985971413446268,0.003440974060349391,0.04241662255161461,0.24629433562731604,0.42469560614081525,0.0010587612493382743,0.24629433562731604,0.010521439915299101,0.0011911064055055585
Eckerd College,2083,Florida,0.6207393182909265,0.003360537686029765,0.016802688430148822,0.048487758041286605,0.07825252040326452,0.0019203072491598655,0.7662025924147864,0.028804608737397985,0.04272683629380701
Edgecombe Community College,2552,North Carolina,0.7355015673981191,0.005877742946708464,0.00274294670846395,0.6246081504702194,0.027037617554858933,0.001567398119122257,0.31152037617554856,0.014106583072100314,0.0
Edgewood College,2980,Wisconsin,0.7204697986577181,0.003691275167785235,0.024496644295302013,0.027516778523489934,0.05100671140939597,0.0013422818791946308,0.7506711409395973,0.02214765100671141,0.04194630872483222
Edinboro University of Pennsylvania,6837,Pennsylvania,0.6179610940470966,0.0019014187509141436,0.008044463946175223,0.08117595436594997,0.02647359953195846,0.0007313149041977475,0.8307737311686412,0.022231973087611524,0.016527716834869095
Edison State College,15389,Florida,0.6075118591201507,0.0032490740139060367,0.017415036714536355,0.11274286828253947,0.25960101371109234,0.0015595555266748977,0.5219312495938657,0.017480018194814477,0.019689388524270584
Edison State Community College,3042,Ohio,0.6410256410256411,0.005588428665351742,0.00953320184089415,0.03517422748191979,0.013477975016436555,0.0,0.8852728468113084,0.015450361604207758,0.0003287310979618672
Edmonds Community College,8993,Washington,0.5217391304347826,0.00978538863560547,0.12498610030023352,0.054931613477148894,0.07650394751473368,0.004114311130879573,0.4633603914155454,0.049038140776159235,0.12287334593572778
El Camino College,24207,California,0.5158425248894948,0.0014458627669682324,0.1301276490271409,0.16044945676870326,0.4948568595860701,0.004957243772462511,0.1326888916429132,0.04416077993968687,0.024290494485066302
El Camino College at Compton,7611,California,0.632768361581921,0.0015766653527788726,0.04572329523058731,0.35041387465510443,0.5314676126658784,0.006963605308106688,0.029431086585205622,0.027591643673630272,0.0022336092497700698
El Centro College,10549,Texas,0.6659398995165419,0.003697032894113186,0.043416437577021516,0.29490947009195184,0.404208929756375,0.0007583657218693715,0.2083609820836098,0.009005592947198786,0.0019907100199071004
El Paso Community College,28308,Texas,0.5686378408930338,0.0034265931892044654,0.006923837784371909,0.024021478027412745,0.8549879892609863,0.0015190052282040413,0.07824643210399887,0.00035325702981489333,0.019358485233856155
Elgin Community College,10929,Illinois,0.5462530881141916,0.0026534907127825054,0.06322627870802452,0.04309634916277793,0.38686064598773906,0.0006404977582578461,0.45081892213377256,0.02232592185927349,0.0032939884710403516
Elizabethtown Community and Technical College,7314,Kentucky,0.5252939567951873,0.004375170905113481,0.009023789991796555,0.0736942849330052,0.03500136724090785,0.002461033634126333,0.8146021328958163,0.028575334974022423,0.00027344818156959256
Elmhurst College,3257,Illinois,0.6079214000614062,0.0012281240405280934,0.04758980657046362,0.04728277556033159,0.14062020264046668,0.00184218606079214,0.7024869511820694,0.028860914952410194,0.00644765121277249
Elon University,6483,North Carolina,0.5947863643374981,0.004473237698596329,0.02252043806879531,0.06031158414314361,0.04874286595711862,0.00046274872744099955,0.8158260064784821,0.016967453339503315,0.016504704612062316
Embry-Riddle Aeronautical University -Extended Campus,14176,Florida,0.141436230248307,0.005431715575620767,0.02624153498871332,0.08838882618510158,0.05389390519187359,0.004867381489841986,0.5524830699774267,0.05537528216704289,0.02624153498871332
Embry-Riddle Aeronautical University at Daytona Beach (Fla.),5538,Florida,0.19302997472011557,0.0036114120621162874,0.042434091729866376,0.05344889851932105,0.05308775731310943,0.0018057060310581437,0.504875406283857,0.06121343445287107,0.18941856265799928
Embry-Riddle Aeronautical University at Prescott (Ariz.),2035,Arizona,0.22555282555282555,0.0034398034398034397,0.055036855036855035,0.0171990171990172,0.056511056511056514,0.005405405405405406,0.572972972972973,0.09336609336609336,0.09975429975429975
Emerson College,4545,Massachusetts,0.6380638063806381,0.0006600660066006601,0.03762376237623762,0.030583058305830583,0.09504950495049505,0.00044004400440044003,0.6358635863586358,0.042024202420242025,0.0814081408140814
Emmanuel College (Mass.),2311,Massachusetts,0.7425356988316746,0.0021635655560363477,0.03288619645175249,0.0597144093466032,0.06533967979229771,0.0008654262224145391,0.6771960190393769,0.025962786672436174,0.012548680225010819
Emory University,14769,Georgia,0.565305707901686,0.0017604441736068792,0.15444512153835738,0.09980364276525154,0.059178007989708174,0.0005416751303405782,0.4492518112262171,0.02288577425688943,0.15959103527659285
Emporia State University,6114,Kansas,0.6277396140006543,0.0047432122996401704,0.00850507033038927,0.04448806018972849,0.05544651619234544,0.001144913313706248,0.722113182859012,0.046777886817140985,0.09012103369316324
Endicott College,4429,Massachusetts,0.6662903589975163,0.001128923007450892,0.011289230074508919,0.02596522917137051,0.032512982614585684,0.0004515692029803567,0.8128245653646421,0.01241815308195981,0.014901783698351772
Enterprise State Community College,2011,Alabama,0.44753853804077576,0.01093983092988563,0.02138239681750373,0.2362008950770761,0.04922923918448533,0.0034808552958727,0.6449527598209845,0.026355047240179015,0.000994530084535057
Erie Community College City Campus,12733,New York,0.49815440194769495,0.006832639597895233,0.022775465326317443,0.15173172072567345,0.06180790073038561,0.0008638969606534203,0.6443100604727873,0.03219979580617294,0.009031650043194847
Essex County College,11468,New Jersey,0.5852807813044995,0.002005580746424834,0.02999651203348448,0.48360655737704916,0.24633763515870247,0.0023543773979769794,0.08850715033135682,0.006278339727938612,0.07926403906522497
Estrella Mountain Community College,9164,Arizona,0.5934089917066783,0.01178524661719773,0.03852029681361851,0.08762549105194238,0.4716281099956351,0.002073330423395897,0.32060235704932344,0.022261021388040158,0.002073330423395897
Evangel University,2006,Missouri,0.5568295114656032,0.007976071784646061,0.01794616151545364,0.041375872382851446,0.04685942173479561,0.0,0.7771684945164506,0.03040877367896311,0.004985044865403789
Everest College at Phoenix,4102,Arizona,0.7374451487079473,0.020721599219892736,0.0017064846416382253,0.44051682106289614,0.07630424183325207,0.004631886884446611,0.31618722574353975,0.037298878595806925,0.0
Everest University -Brandon Campus (Fla.),2460,Florida,0.7682926829268293,0.005284552845528455,0.006910569105691057,0.4426829268292683,0.10325203252032521,0.004471544715447155,0.3638211382113821,0.030894308943089432,0.0
Everest University -South Orlando Campus (Fla.),22535,Florida,0.782516086088307,0.009407588196139339,0.003372531617483914,0.4805857554914577,0.05418238295984025,0.004348790769913468,0.34351009540714444,0.039582871089416466,0.0
Everett Community College,7516,Washington,0.5560138371474188,0.012373602980308675,0.05907397551889303,0.02581160191591272,0.08448642895156998,0.003592336349121873,0.5800957956359766,0.06386375731772219,0.036189462480042574
Evergreen State College,4219,Washington,0.5501303626451766,0.025835506044086277,0.02156909220194359,0.0538042190092439,0.07679544915856838,0.0030812988859919414,0.6560796397250533,0.07442521924626688,0.004503436833372837
Evergreen Valley College,9133,California,0.5350925216248769,0.005912624548341181,0.3856345122084748,0.02879667141136538,0.4027154275703493,0.004708201029234644,0.07390780685426475,0.024854921712471258,0.004051242746085624
Excelsior College,41527,New York,0.5468008765381559,0.006020179642160522,0.030991884797842366,0.21561875406362127,0.0923977171478797,0.005779372456474101,0.5929636140342428,0.026007176054133455,0.005899776049317311
Fairfield University,5123,Connecticut,0.6014054265079055,0.0005855943782939684,0.022057388249072808,0.026742143275424558,0.06870974038649229,0.0009759906304899473,0.6982236970525083,0.013078274448565293,0.06636736287331642
Fairleigh Dickinson University,8777,New Jersey,0.5882419961262391,0.002278682921271505,0.05206790475105389,0.10003418024381908,0.21214537997037713,0.0025065512133986556,0.40344081121111997,0.006266378033496639,0.1274923094451407
Fairleigh-Dickinson University College at Florham (N.J.),3231,New Jersey,0.5666976168368926,0.004952027236149799,0.05911482513153822,0.1095636025998143,0.1324667285670071,0.0018570102135561746,0.5790776849272671,0.017022593624264934,0.025069637883008356
Fairmont State University,4035,West Virginia,0.5588599752168525,0.0037174721189591076,0.0044609665427509295,0.053035935563816604,0.01883519206939281,0.0007434944237918215,0.8604708798017349,0.02379182156133829,0.026270136307311027
Fashion Institute of Design and Merchandising at Los Angeles,3142,California,0.8962444302991726,0.003500954805856143,0.11712285168682368,0.05537873965626989,0.22533418204964992,0.00732017823042648,0.3532781667727562,0.030553787396562698,0.14194780394653086
Fashion Institute of Technology,9764,New York,0.8465792707906595,0.0016386726751331422,0.10077836952068825,0.09616960262187628,0.16110200737402705,0.0027652601392871776,0.46333469889389595,0.0340024580090127,0.1240270380991397
Faulkner University,3335,Alabama,0.6002998500749626,0.00719640179910045,0.005697151424287856,0.4512743628185907,0.021289355322338832,0.0008995502248875562,0.45517241379310347,0.015592203898050975,0.014692653673163419
Fayetteville State University,5899,North Carolina,0.6953720969655874,0.0264451601966435,0.015765383963383624,0.6429903373453127,0.06373961688421767,0.0018647228343787084,0.18816748601457875,0.007967452110527209,0.002881844380403458
Fayetteville Technical Community College,12103,North Carolina,0.6010906386846236,0.024043625547384945,0.015698587127158554,0.41873915558126085,0.09286953647855903,0.0051226968520201605,0.36627282491944146,0.03610675039246468,0.006609931421961497
Ferris State University,14600,Michigan,0.5304109589041096,0.005342465753424658,0.014178082191780822,0.06938356164383562,0.038082191780821915,0.00047945205479452054,0.7796575342465754,0.03034246575342466,0.03006849315068493
Finger Lakes Community College,6793,New York,0.572501104077727,0.003827469453849551,0.007213307816870308,0.05667598998969527,0.04210216399234506,0.0,0.7335492418666274,0.015457088179007802,0.001324893272486383
Fitchburg State University,6810,Massachusetts,0.6345080763582966,0.0016152716593245229,0.018061674008810574,0.051982378854625554,0.07165932452276065,0.00014684287812041116,0.7722466960352423,0.02011747430249633,0.012187958883994127
Flagler College at St. Augustine (Fla.),2782,Florida,0.5999281092739037,0.002875629043853343,0.010424155283968369,0.037383177570093455,0.09705248023005032,0.0003594536304816679,0.7386772106398275,0.0301941049604601,0.03702372393961179
Flathead Valley Community College,2161,Montana,0.5872281351226284,0.026376677464136973,0.01156871818602499,0.003239241092086997,0.014345210550670985,0.005552984729291994,0.8167515039333642,0.0,0.00046274872744099955
Florence-Darlington Technical College,6215,South Carolina,0.6577634754625905,0.009010458567980693,0.0065969428801287205,0.5015285599356396,0.017860016090104586,0.00032180209171359613,0.40530973451327434,0.005309734513274336,0.0004827031375703942
Florida A&M University,10241,Florida,0.620056635094229,0.002343521140513622,0.011815252416756176,0.8745239722683331,0.023923444976076555,9.764671418806757e-05,0.0719656283566058,0.0018552875695732839,0.013475246557953326
Florida Atlantic University,30297,Florida,0.5702544806416477,0.0018813743935043074,0.04350265702874872,0.1874112948476747,0.23946265306796052,0.001188236459055352,0.46311515991682345,0.030498069115754034,0.024358847410634717
Florida Career College at Miami,6227,Florida,0.6711096836357797,0.003211819495744339,0.0085113216637225,0.4912477918740967,0.3349927734061346,0.0020876826722338203,0.13569937369519833,0.010920186285530754,0.00016059097478721696
Florida Gateway College,2912,Florida,0.645260989010989,0.0037774725274725275,0.010645604395604396,0.11401098901098901,0.04532967032967033,0.0,0.8090659340659341,0.006868131868131868,0.0013736263736263737
Florida Gulf Coast University,14473,Florida,0.5647757894009535,0.002003731085469495,0.01623713120983901,0.07337801423340012,0.1829613763559732,0.0012436951564983071,0.6703516893525876,0.025772127409659364,0.01596075450839494
Florida Hospital College of Health Sciences,2090,Florida,0.7952153110047847,0.0033492822966507177,0.06794258373205742,0.14114832535885166,0.21866028708133972,0.0066985645933014355,0.45167464114832534,0.01674641148325359,0.004784688995215311
Florida Institute of Technology,6393,Florida,0.3300484905365243,0.004379790395745347,0.02721726888784608,0.08337243860472392,0.05615516971687783,0.0026591584545596746,0.37634913186297514,0.015172845299546378,0.35100891600187706
Florida International University,49610,Florida,0.5595041322314049,0.0008466035073573876,0.028905462608345093,0.12047974198750253,0.6291271920983673,0.0011489619028421689,0.11455351743600081,0.021003829873009475,0.0729490022172949
Florida National College,2401,Florida,0.726780508121616,0.0020824656393169513,0.0020824656393169513,0.024989587671803416,0.8896293211162016,0.00041649312786339027,0.014160766347355268,0.0029154518950437317,0.06372344856309871
Florida Southern College,2670,Florida,0.6295880149812734,0.0048689138576779025,0.018726591760299626,0.06853932584269663,0.099625468164794,0.0018726591760299626,0.7142322097378278,0.03146067415730337,0.04868913857677903
Florida State College at Jacksonville,25514,Florida,0.598886885631418,0.00309633926471741,0.03578427529983538,0.2540174022105511,0.06760993964098143,0.004977659324292546,0.488751273810457,0.022066316532100023,0.008348357764364663
Florida State University,41226,Florida,0.549289283461893,0.0028137583078639695,0.02495997671372435,0.08191432591083297,0.1599476058797846,0.001431135691068743,0.6419735118614467,0.025784698976374133,0.04548100713142192
Florida Technical College at Orlando,2977,Florida,0.6805508901578771,0.006046355391333557,0.003359086328518643,0.20624790057104467,0.5072220356063151,0.0006718172657037286,0.2378233120591199,0.026872690628149145,0.0
Folsom Lake College,7942,California,0.5751699823721984,0.007932510702593805,0.09519012843112566,0.02681944094686477,0.1674641148325359,0.005917904809871569,0.6174767061193654,0.055401662049861494,0.0030219088390833542
Fond du Lac Tribal and Community College,2215,Minnesota,0.5562076749435666,0.07900677200902935,0.007674943566591422,0.03972911963882619,0.026636568848758466,0.0009029345372460496,0.7756207674943567,0.05146726862302483,0.0013544018058690745
Foothill College,15030,California,0.48775781769793747,0.001929474384564205,0.23652694610778444,0.039986693280106456,0.22867598137059214,0.006852960745176314,0.33339986693280105,0.052428476380572187,0.08236859614105123
Fordham University,15231,New York,0.5845315475018056,0.0011818002757533978,0.07642308449871972,0.06296369246930603,0.12336681767447968,0.0009848335631278313,0.549208850370954,0.02757533976757928,0.12487689580460902
Forsyth Technical Community College,9148,North Carolina,0.6040664626147791,0.00470048097944906,0.018911237428946216,0.28563620463489287,0.0765194578049847,0.0012024486226497595,0.5673371228683866,0.020988194140795804,0.006777437691298645
Fort Hays State University,13825,Kansas,0.6052079566003616,0.004050632911392405,0.009403254972875226,0.03717902350813743,0.06343580470162749,0.00108499095840868,0.5924050632911393,0.020325497287522604,0.2576491862567812
Fort Lewis College,3791,Colorado,0.48694275916644686,0.2339752044315484,0.006330783434450013,0.0081772619361646,0.10234766552360855,0.0021102611448166712,0.5447111580058032,0.05987865998417304,0.013980480084410446
Fort Valley State University,2594,Georgia,0.6195065535851966,0.0015420200462606013,0.001156515034695451,0.9144178874325366,0.011950655358519661,0.00038550501156515033,0.05088666152659985,0.012721665381649962,0.005782575173477255
Fox Valley Technical College,10519,Wisconsin,0.48036885635516685,0.011883258864911114,0.040878410495294226,0.02243559273695218,0.03935735336058561,0.0012358589219507558,0.7638558798364864,0.003042114269417245,0.005418766042399468
Framingham State University,6499,Massachusetts,0.6767194953069703,0.0010770887828896753,0.027388829050623172,0.06031697184182182,0.08139713802123404,0.0006154793045083859,0.7573472841975688,0.02831204800738575,0.005385443914448377
Francis Marion University,3944,South Carolina,0.702079107505071,0.002789046653144016,0.01191683569979716,0.45081135902636915,0.014198782961460446,0.0005070993914807302,0.4827586206896552,0.009634888438133874,0.015973630831643004
Franciscan University of Steubenville,2714,Ohio,0.6072218128224024,0.001105379513633014,0.018422991893883568,0.004421518054532056,0.09137803979366249,0.00036845983787767134,0.787030213706706,0.020633750921149593,0.012896094325718496
Franklin & Marshall College,2209,Pennsylvania,0.5119963784517881,0.0009053870529651426,0.045722046174739704,0.0552286102308737,0.08012675418741512,0.0,0.5916704391127207,0.019918515165233137,0.13580805794477138
Franklin Pierce University,2275,New Hampshire,0.5626373626373626,0.004395604395604396,0.015824175824175824,0.03560439560439561,0.017582417582417582,0.0013186813186813187,0.7608791208791209,0.027692307692307693,0.023736263736263738
Franklin University,5732,Ohio,0.572923935799023,0.0019190509420795533,0.034193998604326585,0.20917655268667132,0.0314026517794836,0.00104675505931612,0.633635729239358,0.03087927424982554,0.0157013258897418
Frederick Community College,6031,Maryland,0.5655778477864367,0.0038136295805007462,0.04659260487481346,0.12883435582822086,0.09666721936660587,0.0,0.6824738849278726,0.03050903664400597,0.005969159343392472
Fresno City College,22307,California,0.5223920742367867,0.005962254000986237,0.14403550455014122,0.06240193661182589,0.5170574259201147,0.001837988075491998,0.22750706056394854,0.02505939839512261,0.00026897386470614603
Fresno Pacific University,3458,California,0.6914401388085598,0.011856564488143435,0.04308849045691151,0.05147484094852516,0.3973395026026605,0.006940427993059572,0.3932909196067091,0.016483516483516484,0.01850780798149219
Front Range Community College,18761,Colorado,0.5740099141836789,0.007302382602206705,0.03294067480411492,0.01726986834390491,0.13975800863493418,0.0019721763232237086,0.7050796865838708,0.03501945525291829,0.0174297745322744
Frontier Community College,2218,Illinois,0.6118124436429215,0.0,0.0031559963931469793,0.005410279531109108,0.009467989179440937,0.0,0.9733994589720469,0.007213706041478809,0.0
Frostburg State University,5645,Maryland,0.5241806908768822,0.0010628875110717448,0.01753764393268379,0.25969884853852965,0.04322409211691763,0.0008857395925597874,0.5955713020372011,0.03950398582816652,0.02178919397697077
Full Sail University,19285,Florida,0.2834845735027223,0.0077780658542909,0.014000518537723619,0.23920145190562614,0.05086855068706248,0.0032149338864402386,0.43157894736842106,0.10469276639875551,0.035467980295566505
Fuller Theological Seminary,2550,California,0.38941176470588235,0.000392156862745098,0.13176470588235295,0.043137254901960784,0.056862745098039215,0.0027450980392156863,0.5137254901960784,0.047058823529411764,0.15450980392156863
Fullerton College,25051,California,0.5130334118398467,0.00283421819488244,0.13584288052373159,0.03161550437108299,0.5206179394036167,0.0037922637818849545,0.22797493114047343,0.03145583010658257,0.011736058440780807
Fulton-Montgomery Community College,2589,New York,0.5689455388180765,0.000772499034376207,0.009656237929702587,0.07377365778292777,0.11394360757049053,0.000772499034376207,0.660100424874469,0.025878717651602934,0.050212437234453455
Furman University,2973,South Carolina,0.5802219979818365,0.0010090817356205853,0.01782711066263034,0.05314497140935082,0.03800874537504204,0.0,0.796501849983182,0.024890682811974436,0.047090480995627314
Gadsden State Community College,5289,Alabama,0.5900926451124976,0.01285687275477406,0.005104934770277935,0.19909245604083947,0.02930610701455852,0.0017016449234259785,0.6982416335791265,0.01871809415768576,0.019096237474002648
Galveston College,2048,Texas,0.61279296875,0.00390625,0.02587890625,0.15283203125,0.326171875,0.00146484375,0.44677734375,0.005859375,0.0087890625
Gannon University,4410,Pennsylvania,0.5487528344671202,0.0020408163265306124,0.014285714285714285,0.037868480725623585,0.02018140589569161,0.002494331065759637,0.746938775510204,0.013605442176870748,0.13514739229024944
Garden City Community College,2072,Kansas,0.5333011583011583,0.006756756756756757,0.03088803088803089,0.07673745173745174,0.3532818532818533,0.0,0.4777992277992278,0.0,0.0009652509652509653
Gardner-Webb University,4470,North Carolina,0.6711409395973155,0.006263982102908278,0.009619686800894854,0.20850111856823267,0.02371364653243848,0.0,0.6845637583892618,0.0,0.011185682326621925
Gaston College,5777,North Carolina,0.6536264497143847,0.005885407651029947,0.014367318677514281,0.15250129825168773,0.061623680110784146,0.00034620045006058506,0.7036524147481392,0.0,0.0
Gateway Community College,5950,Arizona,0.5302521008403361,0.04336134453781513,0.03478991596638655,0.11159663865546218,0.34722689075630253,0.0030252100840336134,0.3581512605042017,0.01226890756302521,0.015126050420168067
Gateway Community College (Conn.),8200,Connecticut,0.5840243902439024,0.002317073170731707,0.03414634146341464,0.25658536585365854,0.2223170731707317,0.0008536585365853659,0.4036585365853659,0.020975609756097562,0.005
Gateway Community and Technical College,4594,Kentucky,0.5047888550282977,0.00239442751414889,0.006747932085328689,0.08772311710927297,0.02982150631258163,0.00108837614279495,0.8247714410100131,0.021767522855899,0.00065302568567697
Gateway Technical College,7410,Wisconsin,0.5935222672064777,0.004723346828609987,0.012010796221322537,0.13738191632928476,0.149527665317139,0.0004048582995951417,0.6577597840755736,0.02604588394062078,0.0004048582995951417
Gavilan College,5531,California,0.5259446754655578,0.005243174832760803,0.05912131621768216,0.022057494124028205,0.5581269209907792,0.0034351835111191466,0.30301934550714155,0.01807991321641656,0.0007231965286566625
Genesee Community College,6876,New York,0.6342350203606748,0.007707969749854567,0.006835369400814427,0.05962769051774287,0.03795811518324607,0.00014543339150668993,0.7595986038394416,0.018760907504363003,0.016433973240255962
